community,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
CollegeParkcity,0.02,0.38,1,0,0.2,0.03,0.49,0.7,0.47,0.2,0.03,1,0.17,0.72,0.19,0.09,0.23,0.43,0.26,0.15,0.18,0.35,0.24,0.16,0.13,0.2,0.34,0.04,0.62,0.31,0.43,0.26,0.54,0.65,0.2,0.28,0.5,0.25,0.89,0.79,0.97,0.98,0.53,0,0.07,0.1,0,0.84,0.76,0.05,1,0.01,0.46,0.64,0.74,1,0.2,0.25,0.26,0.33,0.84,0.16,0.4,0.31,0.41,0.36,0.48,0,0.4,0.84,0,0.11,0.13,0.01,0.23,0.33,0.6,0.57,0.24,0.13,0.14,0.13,0.37,0.34,0.32,0.35,0.52,0.61,0.37,0,0.01,0.19,0.6,0.24,0.4,0.38,0.03,0.18,1,0.77
Westwegocity,0,0.44,0.3,0.72,0.04,0.05,0.42,0.51,0.33,0.4,0.02,1,0.11,0.41,0.29,0.16,0.55,0.54,0.47,0.1,0.1,0.12,0.13,0.12,0.15,0.19,0.3,0.02,0.63,0.99,0.88,0.04,0.55,0.26,0.39,0.18,0.69,0.09,0.77,0.33,0.67,0.75,0.53,0.38,0.35,0.72,0.16,0.14,0.03,0.01,0.4,0,0.2,0.55,0.6,0.65,0.03,0.07,0.07,0.07,0.79,0.07,0.31,0.29,0.49,0.46,0.55,0.44,0.31,0.65,0,0.02,0.58,0.47,0.84,0.81,0.42,0.46,0.57,0.08,0.07,0.07,0.12,0.17,0.16,0.15,0.55,0.53,0.39,0,0,0.05,0.95,0.6,0.95,0.94,0.01,0.29,0.07,0.33
Providencecity,0.24,0.48,0.29,0.54,0.36,0.29,0.62,0.69,0.59,0.42,0.25,1,0.17,0.38,0.21,0.36,0.49,0.8,0.39,0.21,0.23,0.28,0.2,0.13,0.13,0.2,0.24,0.31,0.61,0.57,0.66,0.34,0.61,0.35,0.56,0.57,0.54,0.39,0.44,0.84,0.55,0.52,0.56,0.22,0.25,0.25,0.21,0.33,0.29,0.23,0.75,0.21,0.53,0.62,0.67,0.7,0.72,0.75,0.74,0.71,0.47,0.55,0.44,0.34,0.41,0.48,0.43,0.19,0.28,0.69,0,0.42,0.5,0.19,0.58,0.42,0,0.45,0.55,0.26,0.26,0.27,0.25,0.33,0.38,0.34,0.72,0.51,0.58,0.14,0.1,0.58,0.49,0.43,0.54,0.29,0.05,0.73,0.43,0.38
Augustacity,0.02,0.31,0.01,0.98,0.05,0.01,0.35,0.44,0.29,0.55,0,0,0.23,0.44,0.23,0.48,0.53,0.43,0.54,0.29,0.28,0.26,0.31,0.12,0.32,0.06,0.16,0.02,0.33,0.49,0.44,0.25,0.32,0.48,0.27,0.45,0.37,0.41,0.66,0.42,0.63,0.67,0.34,0.5,0.56,0.47,0.59,0.73,0.73,0.01,0.15,0.01,0.03,0.08,0.24,0.24,0.01,0.02,0.07,0.06,0.72,0.08,0.12,0.1,0.28,0.39,0.19,0.52,0.05,0.63,0,0.04,0.7,0.47,0.05,0.58,0.31,0.25,0.64,0.17,0.16,0.15,0.24,0.27,0.28,0.24,0.48,0.37,0.47,0,0,0.14,0.8,0.63,0.76,0.76,0.16,0.03,0.02,0.07
OregonCitycity,0.01,0.45,0.01,0.96,0.07,0.04,0.44,0.5,0.33,0.34,0.02,1,0.28,0.62,0.2,0.41,0.4,0.21,0.46,0.27,0.24,0.23,0,0.29,0.13,0.28,0.34,0.01,0.23,0.21,0.32,0.19,0.16,0.59,0.45,0.36,0.56,0.27,0.62,0.38,0.68,0.68,0.49,0.59,0.62,0.67,0.49,0.42,0.47,0,0.12,0,0.3,0.22,0.33,0.31,0.05,0.03,0.04,0.04,0.93,0.03,0.24,0.22,0.47,0.53,0.41,0.48,0.17,0.49,0.5,0.01,0.89,0.46,0.16,0.29,0.6,0.16,0.1,0.12,0.1,0.09,0.3,0.3,0.32,0.3,0.4,0.44,0.51,0,0,0.07,0.54,0.43,0.59,0.6,0.01,0.26,0.14,0.19
Watervillecity,0.01,0.42,0.01,0.98,0.03,0.01,0.7,0.66,0.64,0.53,0,0,0.18,0.37,0.16,0.43,0.62,0.61,0.47,0.22,0.23,0.22,0.4,0.19,0.24,0.33,0.45,0.02,0.42,0.42,0.44,0.35,0.49,0.32,0.35,0.85,0.36,0.47,0.48,0.63,0.5,0.51,0.33,0.45,0.53,0.45,0.42,0.52,0.54,0.01,0.25,0,0.34,0.33,0.3,0.32,0.1,0.09,0.07,0.07,0.72,0.07,0.1,0.09,0.27,0.4,0.2,0.43,0.04,0.63,0,0.02,0.77,0.38,0.23,0.38,0.13,0.36,0.36,0.15,0.14,0.16,0.19,0.24,0.25,0.21,0.47,0.2,0.36,0,0,0.12,0.67,0.45,0.5,0.45,0.04,0.1,0.02,0.09
Winchestercity,0.01,0.39,0.19,0.85,0.01,0.01,0.4,0.48,0.29,0.47,0,0,0.16,0.43,0.59,0.31,0.56,0.51,0.51,0.17,0.19,0.19,0.24,0.24,0.08,0.02,0.12,0.03,0.57,0.67,0.66,0.17,0.38,0.4,0.53,0.26,0.68,0.25,0.6,0.26,0.62,0.64,0.43,0.56,0.54,0.59,0.73,0.67,0.52,0.01,0.3,0,0.83,0.61,0.5,0.42,0.01,0.01,0.01,0.01,0.97,0.03,0.18,0.17,0.42,0.42,0.45,0.47,0.14,0.55,0,0.02,0.77,0.48,0.12,0.32,0.48,0.81,0.11,0.07,0.07,0.08,0.08,0.17,0.2,0.15,0.43,0.27,0.33,0,0,0,0.89,0.53,0.73,0.82,0.01,0.23,0,0.21
Jacksontownship,0.02,0.46,0.06,0.95,0.04,0.01,0.44,0.46,0.3,0.31,0.03,0.87,0.38,0.66,0.32,0.48,0.39,0.25,0.59,0.38,0.31,0.3,0.21,0.2,0.07,0.52,0.5,0.02,0.18,0.19,0.34,0.21,0.18,0.64,0.29,0.36,0.46,0.34,0.46,0.28,0.53,0.52,0.46,0.68,0.68,0.78,0.61,0.6,0.68,0.01,0.16,0,0.22,0.27,0.36,0.34,0.02,0.02,0.02,0.02,0.97,0.02,0.14,0.15,0.5,0.53,0.41,0.68,0.06,0.36,0.5,0.02,0.87,0.65,0.16,0.33,0.6,0.16,0.22,0.17,0.15,0.14,0.31,0.3,0.3,0.31,0.36,0.4,0.31,0,0,0.03,0.82,0.52,0.82,0.82,0.11,0.06,0.09,0.08
NorthProvidencetown,0.04,0.32,0.02,0.96,0.07,0.03,0.28,0.45,0.3,0.63,0.05,1,0.34,0.51,0.13,0.54,0.6,0.22,0.52,0.38,0.39,0.38,0.37,0.16,0.28,0.27,0.38,0.02,0.16,0.35,0.51,0.32,0.37,0.52,0.44,0.49,0.36,0.42,0.37,0.42,0.37,0.39,0.4,0.72,0.73,0.87,0.71,0.45,0.59,0.01,0.08,0.02,0.25,0.31,0.3,0.3,0.14,0.15,0.13,0.12,0.74,0.12,0.14,0.13,0.33,0.52,0.12,0.61,0.06,0.62,0,0.04,0.76,0.5,0.02,0.2,0.58,0.06,0.07,0.32,0.31,0.29,0.35,0.42,0.48,0.41,0.51,0.47,0.63,0,0,0.23,0.81,0.76,0.87,0.77,0.01,0.47,0.13,0.1
SouthWhitehalltownship,0.01,0.52,0.01,0.96,0.11,0.02,0.26,0.22,0.13,0.64,0.02,0.85,0.53,0.5,0.25,0.8,0.57,0.1,0.56,0.53,0.52,0.51,0.41,0.16,0.41,0.92,0.61,0,0.03,0.3,0.34,0.51,0.1,0.44,0.47,0.52,0.29,0.65,0.22,0.21,0.19,0.21,0.42,0.9,0.92,0.95,0.85,0.46,0.54,0,0.08,0.01,0.12,0.18,0.2,0.23,0.05,0.06,0.07,0.07,0.84,0.05,0.09,0.11,0.47,0.5,0.21,0.88,0.02,0.2,0.5,0.01,0.93,0.84,0.14,0.53,0.5,0.01,0.35,0.3,0.31,0.33,0.23,0.4,0.51,0.38,0.44,0.43,0.36,0,0,0.17,0.76,0.74,0.79,0.74,0.05,0.09,0.06,0.05
UnionCitycity,0.07,0.84,0.17,0.14,1,0.46,0.49,0.54,0.34,0.19,0.09,1,0.58,0.85,0.2,0.43,0.21,0.47,0.3,0.53,0.33,0.39,0.41,0.34,0.31,0.34,0.41,0.03,0.16,0.32,0.38,0.32,0.25,0.69,0.6,0.22,0.54,0.3,0.35,0.47,0.43,0.41,0.9,0.71,0.67,0.79,0.71,0.64,0.65,0.02,0.21,0.12,0.34,0.43,0.53,0.57,0.78,0.86,0.95,0.94,0.22,0.5,0.77,0.8,0.9,0.87,0.9,0.59,0.69,0.45,0.5,0.03,0.89,0.61,0.05,0.42,0.75,0.08,0.22,0.58,0.61,0.58,0.76,0.7,0.84,0.71,0.56,0.73,0.25,0,0.01,0.96,0.44,0.51,0.61,0.68,0.05,0.24,0.38,0.23
Veronatownship,0.01,0.34,0.03,0.93,0.17,0.04,0.23,0.31,0.19,0.67,0.02,1,0.72,0.52,0.12,0.78,0.67,0.07,0.62,0.76,0.76,0.74,0.5,0,0.7,0.37,0.52,0,0.03,0.09,0.16,0.69,0.09,0.55,0.31,0.61,0.17,0.8,0.21,0.34,0.23,0.23,0.41,0.91,0.92,0.99,0.87,0.23,0.33,0,0.08,0.01,0.27,0.33,0.32,0.37,0.13,0.14,0.12,0.13,0.84,0.04,0.15,0.15,0.38,0.48,0.08,0.81,0.03,0.41,0.5,0.01,0.88,0.73,0.04,0.23,0.27,0.02,0.05,0.59,0.56,0.52,0.48,0.61,0.79,0.58,0.38,0.49,0.68,0,0,0.2,0.7,0.86,0.82,0.8,0.01,0.41,0.37,0.08
Hinghamtown,0.02,0.55,0.01,0.98,0.05,0.01,0.41,0.38,0.28,0.4,0.03,0.95,0.8,0.64,0.12,0.73,0.45,0.18,0.52,0.77,0.71,0.69,0.73,0.24,0.62,0.54,0.56,0,0.05,0.04,0.07,0.79,0.36,0.56,0.21,0.6,0.12,0.79,0.15,0.43,0.25,0.21,0.58,0.87,0.9,0.94,0.81,0.34,0.38,0,0.04,0.01,0.09,0.09,0.23,0.22,0.03,0.03,0.06,0.05,0.92,0.02,0.23,0.24,0.59,0.62,0.31,0.87,0.01,0.26,0.5,0.01,0.89,0.83,0.12,0.49,0.29,0.01,0.1,0.61,0.65,0.7,0.5,0.66,0.84,0.73,0.48,0.45,0.64,0.02,0,0.13,0.75,0.83,0.73,0.83,0.06,0.07,0.52,0.02
Mitchellcity,0.01,0.32,0,0.97,0.02,0,0.42,0.45,0.32,0.58,0,0,0.14,0.42,0.97,0.55,0.7,0.36,0.31,0.2,0.17,0.17,0.01,0.08,0.16,0.26,0.25,0.02,0.38,0.49,0.42,0.23,0.26,0.52,0.36,0.56,0.46,0.34,0.34,0.4,0.32,0.34,0.45,0.69,0.74,0.64,0.71,0.9,0.89,0,0.1,0,0.13,0.09,0.08,0.07,0.01,0.01,0,0,0.95,0.02,0.22,0.17,0.31,0.46,0.16,0.55,0.08,0.59,0,0.02,0.76,0.46,0.08,0.64,0.46,0.42,0.32,0.04,0.04,0.04,0.09,0.12,0.13,0.1,0.43,0.26,0.47,0,0,0.02,0.82,0.59,0.61,0.8,0.02,0.12,0.01,0.08
Urbanacity,0,0.37,0.14,0.88,0.03,0.02,0.41,0.44,0.33,0.53,0,0,0.25,0.44,0.21,0.42,0.56,0.42,0.6,0.3,0.25,0.24,0.23,0.24,0.4,0.47,0.57,0.01,0.3,0.27,0.45,0.18,0.46,0.44,0.92,0.25,0.83,0.27,0.57,0.32,0.56,0.59,0.42,0.57,0.6,0.64,0.64,0.48,0.65,0,0.15,0,1,0.78,0.64,0.62,0.06,0.04,0.03,0.03,0.98,0.03,0.18,0.16,0.37,0.4,0.34,0.55,0.07,0.53,0.5,0.01,0.79,0.54,0.03,0.53,0.29,0.44,0.54,0.08,0.08,0.08,0.15,0.17,0.16,0.19,0.21,0.04,0.32,0,0,0.02,0.86,0.56,0.68,0.76,0.02,0.15,0.06,0.12
Valdostacity,0.05,0.52,0.85,0.32,0.05,0.02,0.64,0.67,0.56,0.33,0,0,0.17,0.56,0.24,0.28,0.42,0.61,0.37,0.2,0.21,0.34,0.15,0.13,0.42,0.14,0.41,0.08,0.63,0.39,0.53,0.33,0.49,0.44,0.38,0.53,0.53,0.4,0.57,0.58,0.62,0.62,0.56,0.33,0.29,0.27,0.29,0.54,0.51,0.06,0.7,0,0.6,0.55,0.52,0.45,0.08,0.06,0.05,0.04,0.95,0.03,0.34,0.3,0.49,0.49,0.51,0.36,0.26,0.47,0.5,0.08,0.61,0.38,0.18,0.55,0.6,0.63,0.45,0.08,0.1,0.12,0.09,0.17,0.19,0.21,0.5,0.37,0.43,0,0,0.05,0.69,0.39,0.52,0.56,0.07,0.13,0,0.4
Grahamcity,0,0.32,0.31,0.74,0.02,0.02,0.33,0.44,0.29,0.56,0.02,1,0.21,0.52,0,0.3,0.58,0.28,0.39,0.25,0.24,0.25,0.23,0.29,0.09,0.47,0.29,0.01,0.31,0.45,0.59,0.19,0.14,0.55,0.88,0.25,0.74,0.27,0.65,0.3,0.65,0.68,0.29,0.47,0.5,0.55,0.48,0.79,0.77,0.01,0.27,0,0,0.08,0.06,0.12,0,0.01,0,0.01,0.96,0.01,0.06,0.07,0.31,0.33,0.3,0.53,0.08,0.59,0,0.01,0.81,0.53,0.03,0.45,0.52,0.33,0.09,0.11,0.11,0.11,0.1,0.18,0.18,0.21,0.41,0.2,0.5,0,0,0.03,0.83,0.63,0.78,0.79,0.02,0.12,0.02,0.45
Marinettecity,0,0.33,0,0.99,0.01,0.01,0.36,0.4,0.24,0.58,0,0,0.16,0.36,0.14,0.51,0.72,0.44,0.57,0.2,0.18,0.17,0,0.06,0.23,0.13,0.11,0.01,0.32,0.33,0.42,0.18,0.48,0.34,0.68,0.27,0.68,0.25,0.42,0.33,0.44,0.45,0.44,0.62,0.69,0.68,0.58,0.56,0.57,0,0.13,0,0.48,0.45,0.37,0.31,0.04,0.03,0.02,0.02,0.96,0.01,0.16,0.14,0.34,0.41,0.21,0.68,0.03,0.46,0.5,0.02,0.67,0.63,0.05,0.6,0.13,0.14,0.18,0.04,0.03,0.03,0.09,0.13,0.13,0.14,0.47,0.28,0.75,0.01,0,0.03,0.67,0.76,0.77,0.71,0.02,0.15,0.02,0.05
Princetonborough,0,0.97,0.17,0.74,0.43,0.09,1,1,1,0.31,0,0,0.52,0.59,0.07,0.81,0.47,0.11,0.47,0.69,0.56,0.63,0.27,0.19,0.17,0.18,0.26,0.01,0.25,0.24,0.18,1,0.15,0.4,0.12,1,0.04,0.89,0.14,1,0.24,0.19,0.26,0.7,0.7,0.71,0.71,0.46,0.47,0,0.21,0.01,0.7,0.84,0.77,0.71,0.84,0.89,0.74,0.63,0.66,0.16,0.17,0.13,0.21,0.3,0.21,0.31,0.13,0.52,0.5,0.01,0.72,0.29,0.37,0.43,0,0.03,0,0.68,0.78,0.97,0.56,0.67,0.87,0.68,0.33,0.46,0.67,0,0,0.51,0.14,0.17,0,0,0,0.55,0.29,0.03
Thomasvillecity,0.01,0.33,0.54,0.56,0.01,0.01,0.43,0.5,0.35,0.54,0.03,1,0.17,0.5,0.18,0.21,0.55,0.35,0.25,0.19,0.2,0.23,0.21,0.12,0.41,0.05,0.26,0.02,0.34,0.67,0.76,0.14,0.26,0.58,1,0.13,1,0.19,0.74,0.39,0.71,0.76,0.36,0.33,0.31,0.33,0.42,0.8,0.86,0.01,0.38,0,0.24,0.17,0.31,0.53,0,0,0.01,0.01,0.96,0.04,0.15,0.14,0.34,0.29,0.42,0.33,0.13,0.66,0,0.02,0.78,0.37,0.44,0.44,0.5,0.56,0.61,0.07,0.06,0.08,0.1,0.14,0.14,0.18,0.31,0.37,0.56,0,0,0,0.79,0.57,0.7,0.79,0.03,0.13,0,0.36
Rogerscity,0.02,0.38,0,0.97,0.05,0.03,0.36,0.45,0.27,0.54,0,0,0.24,0.46,0.45,0.48,0.57,0.17,0.48,0.25,0.26,0.25,0,0.24,0.28,0.31,0.34,0.02,0.22,0.28,0.38,0.23,0.15,0.53,0.64,0.21,0.67,0.31,0.48,0.2,0.54,0.54,0.37,0.71,0.72,0.79,0.78,0.69,0.71,0,0.07,0,0.45,0.41,0.39,0.36,0.04,0.04,0.03,0.03,0.94,0.05,0.15,0.15,0.41,0.41,0.41,0.56,0.13,0.44,0.5,0.03,0.78,0.56,0.03,0.32,0.77,0.48,0.23,0.1,0.1,0.09,0.23,0.22,0.23,0.24,0.4,0.35,0.22,0,0,0.04,0.37,0.34,0.49,0.35,0.06,0.09,0,0.08
Sterlingcity,0,0.31,0,0.91,0.01,0.2,0.47,0.46,0.32,0.55,0,0,0.14,0.38,1,0.45,0.59,0.33,0.35,0.16,0.17,0.17,0.49,0.16,0.09,0.13,0.17,0.01,0.44,0.33,0.38,0.2,0.25,0.46,0.15,0.51,0.49,0.23,0.52,0.35,0.46,0.51,0.4,0.6,0.67,0.68,0.56,0.47,0.51,0,0.15,0,0.33,0.25,0.31,0.29,0.07,0.04,0.05,0.04,0.87,0.04,0.17,0.14,0.3,0.33,0.29,0.54,0.11,0.56,0,0.02,0.59,0.53,0.31,0.75,0.33,0.47,0.28,0.05,0.04,0.05,0.08,0.12,0.14,0.1,0.33,0.4,0.46,0,0,0.08,0.58,0.55,0.65,0.73,0.01,0.16,0.02,0.07
Lynwoodcity,0.08,1,0.46,0,0.13,1,0.65,0.72,0.5,0.12,0.1,1,0.24,0.59,0.09,0.07,0.25,0.82,0.28,0.19,0.07,0.07,0.26,0.1,0.17,0.18,0.22,0.12,0.58,1,1,0.04,0.87,0.33,0.84,0.12,1,0.09,0.34,0.73,0.49,0.43,1,0.47,0.42,0.54,0.55,0.18,0.03,0.11,0.84,0.18,0.43,0.48,0.51,0.61,1,1,1,1,0,1,1,1,1,1,1,0.33,1,0.88,0,0.02,0.93,0.36,0.4,0.29,0.31,0.43,0.69,0.33,0.33,0.3,0.48,0.46,0.52,0.45,0.84,0.96,0.29,0.03,0,1,0.37,0.53,0.85,0.72,0.01,1,0.35,1
WestMilfordtownship,0.02,0.64,0.02,0.96,0.05,0.04,0.39,0.44,0.25,0.18,0,0,0.68,0.82,0.19,0.59,0.26,0.1,0.26,0.61,0.48,0.47,0.36,0.43,0.36,0.2,0.41,0.01,0.11,0.17,0.24,0.4,0.25,0.73,0.42,0.3,0.32,0.47,0.29,0.37,0.24,0.26,0.62,0.88,0.89,0.92,0.81,0.27,0.34,0,0.08,0.01,0.06,0.12,0.17,0.2,0.02,0.03,0.04,0.05,0.9,0.03,0.23,0.25,0.68,0.68,0.5,0.92,0.06,0.3,0.5,0.05,0.54,0.9,0.21,0.72,0.44,0.06,0.72,0.44,0.42,0.41,0.64,0.66,0.82,0.78,0.52,0.79,1,0,0,0.13,0.68,0.74,0.68,0.81,0.22,0.03,0.14,0.04
Waukeshacity,0.08,0.45,0.01,0.93,0.08,0.11,0.44,0.57,0.36,0.28,0.09,1,0.4,0.7,0.14,0.66,0.36,0.23,0.39,0.41,0.33,0.33,0.27,0.13,0.26,0.28,0.31,0.03,0.15,0.2,0.24,0.4,0.14,0.73,0.61,0.43,0.42,0.44,0.46,0.46,0.47,0.48,0.51,0.7,0.74,0.73,0.63,0.64,0.71,0.02,0.17,0.01,0.19,0.21,0.28,0.4,0.04,0.04,0.05,0.06,0.87,0.08,0.19,0.18,0.45,0.6,0.29,0.53,0.1,0.53,0.5,0.04,0.87,0.45,0.03,0.09,0.63,0.08,0.26,0.18,0.17,0.15,0.42,0.42,0.47,0.41,0.41,0.46,0.37,0.01,0,0.09,0.78,0.45,0.64,0.76,0.05,0.27,0.08,0.06
Opelikacity,0.02,0.45,0.76,0.38,0.08,0,0.47,0.53,0.34,0.38,0.03,0.98,0.23,0.53,0.11,0.28,0.47,0.4,0.33,0.27,0.24,0.34,0.19,0.01,0.17,0.04,0.26,0.04,0.55,0.52,0.52,0.3,0.44,0.52,0.73,0.54,0.65,0.35,0.56,0.41,0.6,0.61,0.5,0.4,0.37,0.34,0.41,0.9,0.83,0.03,0.59,0,0.24,0.8,0.78,0.8,0.03,0.08,0.07,0.07,0.96,0.06,0.26,0.25,0.47,0.48,0.46,0.53,0.23,0.46,0.5,0.04,0.68,0.53,0.36,0.52,0.65,0.53,0.37,0.09,0.1,0.11,0.04,0.11,0.16,0.15,0.41,0.09,0.44,0.03,0,0.04,0.82,0.59,0.76,0.75,0.13,0.04,0.02,1
LaMesacity,0.07,0.24,0.06,0.86,0.19,0.18,0.27,0.5,0.34,0.58,0.08,1,0.32,0.48,0.23,0.56,0.52,0.3,0.64,0.35,0.4,0.4,0.33,0.28,0.28,0.35,0.39,0.04,0.23,0.12,0.21,0.38,0.28,0.5,0.2,0.5,0.22,0.5,0.67,0.5,0.75,0.75,0.26,0.48,0.54,0.69,0.4,0.35,0.44,0.02,0.15,0.03,0.35,0.35,0.42,0.43,0.22,0.19,0.21,0.2,0.79,0.11,0.12,0.09,0.25,0.3,0.26,0.36,0.2,0.67,0,0.05,0.87,0.36,0.03,0.11,0.52,0.09,0.2,0.42,0.41,0.39,0.56,0.52,0.6,0.5,0.71,0.55,0.08,0,0,0.27,0.4,0.42,0.69,0.67,0.02,0.48,0.16,0.2
Bellinghamcity,0.07,0.34,0.02,0.91,0.17,0.04,0.63,0.71,0.68,0.43,0.08,1,0.22,0.5,0.19,0.58,0.45,0.29,0.49,0.29,0.29,0.28,0.16,0.21,0.29,0.18,0.31,0.07,0.44,0.17,0.24,0.45,0.27,0.49,0.26,0.53,0.34,0.42,0.53,0.69,0.55,0.56,0.31,0.52,0.57,0.63,0.53,0.44,0.55,0.02,0.19,0.02,0.37,0.39,0.39,0.44,0.18,0.17,0.16,0.16,0.9,0.09,0.14,0.11,0.27,0.35,0.25,0.42,0.13,0.65,0,0.05,0.85,0.39,0.18,0.31,0.48,0.16,0.19,0.18,0.19,0.22,0.28,0.3,0.34,0.29,0.65,0.34,0.25,0.08,0.03,0.21,0.51,0.29,0.4,0.61,0.06,0.2,0.18,0.14
Durhamcity,0.2,0.33,0.89,0.26,0.12,0.02,0.49,0.65,0.48,0.35,0.22,1,0.26,0.65,0.19,0.4,0.37,0.34,0.37,0.31,0.32,0.44,0.26,0.21,0.27,0.3,0.37,0.17,0.39,0.3,0.36,0.57,0.26,0.58,0.27,0.93,0.26,0.56,0.55,0.68,0.6,0.61,0.37,0.32,0.35,0.42,0.26,0.73,0.78,0.18,0.76,0.03,0.74,0.76,0.75,0.74,0.2,0.18,0.16,0.15,0.91,0.05,0.18,0.15,0.29,0.36,0.28,0.31,0.14,0.65,0,0.24,0.7,0.3,0.31,0.42,0.65,0.38,0.23,0.16,0.16,0.19,0.24,0.28,0.32,0.31,0.4,0.53,0.51,0.07,0,0.11,0.62,0.33,0.43,0.35,0.2,0.16,0.17,0.48
Herculescity,0.01,0.71,0.25,0.08,1,0.19,0.4,0.42,0.21,0.11,0.03,1,0.73,0.96,0.15,0.59,0.06,0.21,0.21,0.65,0.47,0.55,0.51,0.27,0.38,0.48,0.52,0,0.04,0.13,0.14,0.56,0.24,0.83,0.23,0.36,0.24,0.55,0.29,0.33,0.37,0.34,0.77,0.86,0.83,0.89,0.83,0.86,0.93,0,0.03,0.03,0.2,0.26,0.38,0.44,0.44,0.51,0.66,0.7,0.3,0.29,0.52,0.54,0.78,0.73,0.85,0.86,0.36,0.37,0.5,0.02,0.77,0.88,0.04,0.17,0.96,0.02,0.29,0.55,0.59,0.58,1,0.92,1,0.98,0.52,0.86,0.32,0,0,0.93,0.46,0.3,0.33,0.75,0.01,0.25,0.35,0.13
Daytoncity,0.28,0.36,0.79,0.36,0.04,0.01,0.47,0.55,0.41,0.43,0.29,1,0.13,0.34,0.11,0.27,0.52,0.76,0.61,0.16,0.16,0.2,0.21,0.18,0.23,0.17,0.35,0.42,0.71,0.37,0.55,0.18,0.71,0.28,0.42,0.48,0.52,0.31,0.88,0.62,0.86,0.9,0.47,0.12,0.13,0.1,0.07,0.27,0.25,0.36,0.88,0.02,0.29,0.31,0.42,0.43,0.03,0.03,0.03,0.03,0.95,0.02,0.32,0.26,0.35,0.35,0.39,0.38,0.13,0.61,0,0.41,0.61,0.39,1,0.62,0.15,0.53,0.32,0.06,0.05,0.05,0.11,0.16,0.17,0.17,0.66,0.23,0.5,0.24,0.01,0.04,0.69,0.54,0.78,0.75,0.16,0.28,0.42,0.67
Stowcity,0.03,0.49,0.02,0.96,0.1,0.01,0.37,0.43,0.25,0.28,0.04,1,0.46,0.73,0.24,0.64,0.31,0.1,0.49,0.45,0.38,0.36,0.34,0.16,0.59,0.06,0.4,0.01,0.07,0.12,0.22,0.49,0.14,0.65,0.58,0.49,0.29,0.59,0.33,0.3,0.37,0.36,0.51,0.83,0.86,0.93,0.71,0.4,0.42,0,0.08,0.01,0.15,0.33,0.32,0.35,0.04,0.07,0.06,0.06,0.93,0.02,0.15,0.16,0.53,0.61,0.27,0.74,0.03,0.38,0.5,0.02,0.88,0.68,0.02,0.55,0.67,0.02,0,0.18,0.17,0.17,0.38,0.36,0.38,0.41,0.23,0.42,0.35,0,0,0.1,0.74,0.56,0.68,0.73,0.05,0.13,0.05,0.04
Newportcity,0.03,0.37,0.16,0.83,0.09,0.05,0.5,0.65,0.52,0.41,0.04,1,0.31,0.52,0.28,0.54,0.44,0.44,0.64,0.35,0.38,0.39,0.27,0.21,0.25,0.24,0.35,0.03,0.32,0.2,0.26,0.52,0.36,0.58,0.15,0.56,0.14,0.51,0.51,0.72,0.59,0.57,0.4,0.42,0.48,0.38,0.31,0.28,0.4,0.02,0.38,0.01,0.48,0.44,0.45,0.45,0.18,0.14,0.13,0.12,0.88,0.06,0.22,0.16,0.29,0.32,0.34,0.25,0.06,0.58,0,0.1,0.38,0.27,0.07,0.46,0,0.22,0.14,0.38,0.39,0.39,0.39,0.49,0.59,0.5,0.57,0.65,0.75,0.02,0,0.15,0.41,0.37,0.41,0.13,0.02,0.3,0.12,0.49
